xmin,ymin,xmax,ymax,zloc
867,134,914,296,9
593,187,613,205,61
684,165,723,198,47
785,175,848,202,42
553,173,628,241,19
25,0,401,375,0
358,191,496,276,13
442,179,525,236,20
485,173,543,220,27
409,174,462,212,34
517,175,558,209,36
562,172,598,196,45
328,169,397,202,38
569,183,660,270,15
409,175,486,228,30
915,170,947,243,16
984,176,1009,232,19
1154,161,1175,231,18
1059,171,1072,215,30
608,191,625,207,71
553,170,579,191,52
549,166,589,199,39
0,182,126,243,18
328,171,397,204,38
556,173,619,236,21
13,169,93,206,34
781,178,795,209,39
599,161,629,194,68
292,185,311,210,48
336,186,384,213,48
680,166,694,198,42
857,144,965,179,31
532,170,563,195,45
592,168,607,193,51
461,171,473,198,50
837,177,1191,374,7
789,151,944,272,13
782,167,836,220,23
786,144,846,200,36
429,170,465,209,39
504,174,561,274,13
613,180,789,289,11
107,194,285,295,13
215,183,325,263,18
550,175,644,244,18
524,179,600,231,23
275,191,339,242,23
502,182,553,219,28
230,177,487,349,8
763,158,1241,374,5
393,184,542,278,13
662,180,719,223,27
713,179,879,290,11
409,166,430,251,15
426,169,437,239,18
553,176,586,206,40
648,177,686,208,39
233,217,431,339,10
509,160,569,223,41
611,189,649,224,32
602,182,615,219,32
274,186,426,230,24
0,205,137,333,10
193,207,231,241,34
99,207,203,284,16
1021,146,1085,173,30
722,177,858,295,10
308,190,511,319,10
630,176,662,197,54
465,182,538,237,21
814,185,1241,374,5
719,174,919,316,10
695,171,800,266,14
657,177,722,227,23
636,177,669,206,39
647,176,697,218,29
365,182,437,208,43
268,182,349,210,43
626,176,649,195,57
793,157,823,244,15
881,181,932,271,15
261,172,509,369,4
704,184,747,262,16
315,175,331,224,28
334,179,351,222,27
667,182,702,221,34
466,177,482,222,29
699,179,712,219,32
720,187,743,227,31
18,155,415,374,6
361,177,511,302,12
438,213,533,258,18
532,189,599,233,28
579,188,630,224,34
626,189,671,218,39
599,176,627,204,45
236,190,348,249,19
449,182,485,207,43
416,182,523,243,19
563,178,607,208,36
647,176,679,194,59
684,169,709,231,21
131,187,430,370,8
450,185,523,231,24
483,174,530,214,33
528,174,554,195,50
0,199,327,374,4
561,175,585,194,56
3,210,329,358,8
704,172,803,254,16
960,157,1142,258,13
768,171,813,210,29
905,154,956,203,29
544,162,655,328,7
316,185,449,279,13
0,179,108,229,26
108,182,198,218,33
196,183,264,214,38
508,181,550,212,35
554,177,573,194,71
581,177,629,225,26
986,186,1032,247,20
687,184,807,262,15
911,157,1241,374,4
782,142,865,301,8
920,210,1241,374,2
0,234,248,374,3
323,195,472,289,13
759,184,1074,363,8
717,179,842,268,13
963,148,1139,222,21
641,178,688,211,35
589,181,626,203,50
551,179,593,197,65
600,179,628,207,45
501,184,524,201,62
898,162,932,254,12
598,176,626,203,44
737,180,934,312,10
0,203,164,283,15
708,178,819,262,15
721,169,737,212,27
643,172,669,198,52
405,188,462,223,30
436,184,483,217,36
466,181,505,207,43
603,175,625,226,25
0,204,277,318,10
315,189,446,238,22
745,168,800,312,9
378,169,421,289,11
299,172,336,287,11
926,163,971,287,10
868,162,921,283,10
749,175,807,302,10
715,177,751,286,11
694,176,730,274,13
764,166,817,262,14
792,165,821,243,17
548,178,597,216,32
0,201,304,369,3
991,147,1029,217,18
503,169,592,206,29
189,171,261,247,18
0,184,123,272,15
689,181,723,201,54
477,172,503,197,73
456,171,543,242,19
752,181,1000,373,7
576,169,599,237,20
706,189,833,287,12
509,181,568,221,27
640,177,670,203,44
72,166,360,260,13
783,160,847,363,6
873,148,972,363,6
207,163,279,351,7
552,162,590,261,13
725,160,755,238,16
1002,152,1061,273,10
1149,139,1214,266,10
513,172,534,228,22
494,169,515,226,22
457,159,528,220,27
498,163,546,209,35
297,158,363,300,8
822,177,1223,369,6
46,169,222,248,18
700,173,768,237,18
684,175,747,224,23
670,176,714,214,29
662,175,703,208,35
651,175,678,198,46
569,168,619,269,13
0,203,150,374,5
50,177,336,337,10
723,167,974,337,8
661,174,802,268,13
265,190,396,272,15
1055,149,1189,312,7
346,185,427,241,20
634,180,712,237,19
0,201,193,336,10
263,202,302,235,35
1129,140,1206,170,27
343,136,541,195,48
406,191,472,296,9
356,192,425,295,9
393,191,446,282,10
431,185,472,261,12
238,159,285,299,9
229,158,287,287,10
349,175,405,303,9
1060,121,1241,374,5
1157,134,1241,374,5
870,158,1051,278,12
608,177,687,239,18
684,172,719,205,35
795,165,836,206,34
568,178,623,231,23
298,181,412,256,17
501,175,534,199,48
1104,160,1241,204,24
1235,145,1241,207,18
569,176,622,224,26
0,0,363,375,5
244,192,443,309,10
361,181,429,221,27
433,89,553,230,28
342,176,395,206,37
535,181,564,202,46
925,184,1241,374,2
0,166,163,358,6
0,179,350,306,9
98,181,340,276,12
276,174,418,237,19
340,162,485,225,23
725,176,817,215,28
625,176,663,203,40
590,165,623,200,65
106,194,139,238,31
260,191,340,232,32
722,164,751,221,24
596,180,620,202,52
801,200,1241,374,5
726,184,914,309,10
551,182,578,204,49
681,183,754,240,21
660,177,722,228,25
642,176,679,205,39
434,183,485,203,58
362,185,420,205,58
722,167,739,215,28
615,174,669,226,24
291,186,456,286,12
250,188,385,257,16
0,193,184,374,4
733,174,845,256,18
91,203,368,352,9
286,192,447,287,13
539,185,579,213,40
718,188,784,235,24
700,184,739,216,35
599,183,620,199,67
100,188,276,273,14
315,170,457,265,15
337,181,416,224,26
449,181,508,221,28
526,176,554,200,51
242,181,326,223,29
0,132,92,319,7
760,175,1106,374,7
0,204,95,332,9
710,170,841,267,13
299,192,445,284,14
455,180,520,233,25
661,177,724,218,28
643,146,704,209,36
626,179,651,198,57
529,183,555,200,60
0,177,277,356,7
888,210,1241,374,3
402,179,568,291,11
588,171,641,213,31
745,179,820,247,18
673,171,682,199,46
743,183,801,230,22
571,117,687,202,25
401,168,454,212,27
741,90,995,205,22
0,96,369,374,6
408,180,467,232,24
612,179,678,233,21
588,180,643,225,26
432,151,488,211,34
570,179,603,207,39
544,172,570,195,64
632,179,744,261,15
573,174,611,209,35
0,179,106,310,8
185,186,331,251,17
394,185,483,240,19
334,181,406,221,27
435,178,497,220,28
489,163,534,211,34
498,159,543,204,39
540,167,561,191,79
56,179,215,248,18
288,179,342,205,45
323,180,372,201,51
595,174,623,200,47
301,176,375,218,35
591,161,618,191,75
261,187,321,217,39
337,180,391,208,49
114,196,142,228,40
455,187,528,233,25
629,179,660,206,43
712,168,812,199,36
708,162,794,198,39
903,148,996,182,45
1213,151,1241,374,0
0,228,117,374,3
696,182,843,280,12
389,193,482,254,19
653,182,716,232,23
450,182,515,229,28
496,183,532,212,42
567,180,575,198,73
575,179,582,197,73
631,179,668,210,38
497,176,546,215,31
546,179,570,201,53
589,175,633,220,28
790,170,829,260,14
733,180,763,245,17
1179,214,1241,358,6
375,157,482,329,7
524,173,559,200,42
627,171,654,198,47
574,172,601,199,50
575,172,590,199,48
455,174,470,204,47
500,178,534,203,46
945,153,1030,314,7
696,188,800,261,15
0,201,305,375,4
370,182,490,266,15
644,180,687,212,35
154,186,314,264,15
451,183,523,234,23
339,187,415,231,25
521,182,551,204,46
469,175,505,202,54
588,180,613,203,50
620,181,636,196,69
0,197,184,323,8
0,182,234,292,11
617,164,717,208,27
666,168,853,237,16
179,175,356,232,19
219,174,377,227,22
286,170,405,213,27
424,165,456,184,64
597,178,622,202,48
0,216,343,374,3
857,168,1241,374,4
696,180,823,269,14
654,179,702,218,29
677,177,758,243,19
308,190,402,224,34
182,194,288,230,34
63,200,156,234,34
641,178,669,202,48
1002,138,1059,332,7
671,112,849,252,20
5,196,172,263,18
364,184,411,208,51
0,165,206,290,11
13,181,264,267,14
105,182,298,250,17
479,183,530,219,35
567,179,623,234,23
642,181,665,201,54
813,174,847,191,62
833,167,869,190,56
860,156,890,191,51
152,186,377,296,11
580,181,607,208,46
496,183,549,230,27
637,174,672,212,33
768,172,1143,374,6
192,169,416,268,14
699,78,871,263,14
677,150,761,227,22
651,168,683,197,45
367,181,505,233,22
581,174,707,215,28
619,168,788,234,19
0,194,117,259,20
340,187,386,209,48
472,180,494,195,77
698,169,709,197,47
602,183,675,243,18
998,163,1034,250,15
1074,174,1235,220,24
364,184,419,217,38
760,174,815,217,28
654,167,696,211,37
529,173,541,218,30
455,179,484,201,58
584,182,628,223,29
574,157,613,278,10
625,161,716,221,20
545,165,596,196,34
857,160,1103,255,12
1125,156,1241,252,12
499,161,555,184,49
434,164,453,210,26
589,158,648,184,46
0,193,354,369,4
743,148,810,271,10
1171,136,1223,187,24
418,156,504,285,9
967,147,1000,211,19
100,175,123,269,13
80,181,116,272,12
425,162,540,273,11
0,166,38,283,12
1199,151,1223,195,20
452,168,485,192,45
1095,185,1223,236,24
1032,183,1157,232,23
952,181,1068,234,24
602,172,636,202,36
975,151,1056,326,7
998,165,1082,317,8
615,156,671,282,10
265,155,301,225,19
319,156,339,225,20
322,158,363,230,19
326,157,361,247,15
380,162,423,242,16
217,154,249,236,16
261,156,291,236,16
296,163,323,235,17
289,159,315,231,18
754,190,1024,371,7
505,180,564,228,25
668,181,743,239,20
552,182,582,209,40
648,178,683,209,40
569,178,613,218,30
0,180,410,375,6
0,190,209,310,10
306,177,400,233,23
421,183,508,243,20
534,164,561,196,64
40,185,205,253,18
578,183,638,240,21
385,187,435,213,40
466,185,492,203,62
633,178,674,196,63
527,176,549,196,63
564,165,591,194,76
465,162,511,196,76
581,171,616,204,35
595,167,624,197,44
780,179,1191,374,6
710,173,841,284,11
0,210,120,340,8
76,188,286,285,13
286,181,391,238,21
635,168,658,190,54
478,182,520,225,30
463,185,499,210,44
579,176,617,211,35
0,91,259,338,10
210,184,348,254,17
482,157,545,218,31
792,191,1069,363,7
247,180,425,247,16
295,180,472,241,19
323,178,475,232,21
734,177,878,283,12
679,183,737,224,26
393,181,506,228,24
645,164,676,197,54
0,198,259,349,8
25,192,361,303,10
98,194,375,276,13
694,180,827,269,13
380,179,498,225,25
661,173,709,212,28
408,180,508,213,32
636,161,657,185,74
593,161,620,191,75
0,63,274,300,8
157,114,411,246,23
120,158,163,272,12
785,200,1094,374,7
0,166,221,361,7
93,179,346,288,11
813,192,1044,264,14
795,181,964,254,17
720,175,861,229,25
344,199,438,244,18
294,159,452,239,21
637,161,689,215,34
390,182,500,219,30
433,176,525,214,35
625,164,657,203,52
506,168,565,197,73
555,186,578,204,61
593,180,618,205,57
888,220,1241,374,3
659,174,737,237,22
248,184,423,251,17
276,183,461,243,19
388,173,510,224,29
646,182,689,218,33
101,169,126,245,17
227,214,365,293,11
163,208,284,326,8
275,197,393,271,12
317,199,412,264,13
66,193,205,325,8
782,214,1002,353,7
359,165,439,332,7
552,177,572,195,68
586,162,614,192,76
428,151,509,202,54
642,178,680,208,34
685,178,767,235,21
885,160,1241,374,5
755,101,918,230,23
928,177,1016,209,34
0,198,356,374,3
659,177,766,251,16
85,185,416,374,7
116,155,176,343,7
217,166,252,301,9
510,173,556,214,30
634,172,691,215,29
244,171,275,309,9
535,178,567,203,44
622,170,651,200,46
383,188,506,261,17
456,172,524,226,25
527,173,557,198,42
537,165,565,193,48
644,166,727,243,18
485,193,529,221,27
503,181,543,215,32
624,181,679,220,29
508,182,530,200,58
541,178,619,243,19
0,206,92,361,6
0,164,96,272,12
86,193,287,295,12
446,180,502,231,24
250,185,353,242,20
142,186,260,238,22
349,183,401,218,32
225,170,305,220,31
379,183,419,210,41
412,167,441,202,57
518,165,740,374,7
15,203,117,234,37
377,185,418,205,53
172,193,243,223,40
335,187,374,208,52
425,181,464,201,53
598,170,664,235,19
0,200,226,374,2
468,170,546,233,21
719,175,893,317,9
585,170,602,224,24
513,178,567,215,29
635,175,663,200,46
147,164,390,245,15
551,170,714,326,9
256,174,283,210,37
452,176,481,194,60
26,180,136,217,29
112,173,198,209,34
353,172,383,189,66
375,169,404,186,74
153,166,214,196,48
576,170,628,222,24
669,173,701,193,61
958,197,1241,374,4
830,156,1241,374,5
768,155,796,229,18
776,157,800,227,19
490,167,536,211,32
645,166,660,199,38
95,192,352,334,9
369,180,387,229,22
581,178,617,213,35
102,186,276,279,14
364,185,435,222,28
0,198,315,374,6
671,176,761,244,18
204,180,357,236,20
740,180,907,293,10
663,176,722,226,24
439,178,506,224,25
792,191,1168,374,6
501,173,542,209,36
534,176,556,190,71
642,179,665,196,62
401,169,450,207,51
436,185,502,211,41
346,179,450,218,28
432,169,509,202,43
493,174,538,193,61
667,172,711,209,33
634,178,659,198,51
0,189,351,374,5
479,164,599,250,16
804,168,915,270,12
344,180,464,251,16
844,160,996,233,16
518,165,740,374,7
389,182,501,216,32
376,185,417,205,53
215,191,299,225,34
459,176,530,209,37
334,187,374,208,52
425,181,464,201,53
94,162,191,373,6
25,170,100,373,6
133,182,364,323,10
364,155,433,281,11
482,166,496,214,26
494,164,513,213,26
357,164,379,219,23
0,177,267,342,8
258,182,411,252,16
455,187,552,256,15
498,180,573,235,20
393,171,503,217,26
876,158,923,273,11
653,172,698,209,30
626,139,668,194,49
286,176,352,206,36
582,173,616,204,37
66,179,194,229,22
0,212,104,363,7
1163,101,1241,348,6
826,216,1241,346,8
808,168,1113,277,11
0,176,120,374,6
714,179,886,249,16
754,181,922,259,13
906,150,983,207,26
443,191,525,239,22
346,191,399,239,25
330,150,398,233,32
0,176,66,327,8
0,187,218,304,10
105,180,321,265,15
165,179,347,257,18
295,180,380,228,23
324,179,436,223,26
449,179,491,210,38
785,79,1008,335,10
163,175,252,233,19
485,168,508,190,55
600,176,681,249,17
0,190,78,316,8
134,189,400,326,10
520,142,562,197,57
55,186,215,246,19
219,163,322,220,26
658,183,692,209,41
717,182,748,199,63
543,162,586,206,33
423,164,446,244,16
406,166,441,246,16
398,170,414,213,27
128,193,378,329,10
325,186,457,264,15
782,182,979,304,10
400,184,498,239,21
724,177,844,255,15
706,176,783,233,20
697,175,753,219,26
0,203,168,334,10
228,205,267,238,34
135,203,238,279,16
1077,141,1147,170,29
1072,113,1129,168,34
252,192,460,303,11
358,180,478,219,30
586,172,661,243,17
1037,151,1241,374,5
751,141,969,272,12
699,168,831,228,20
666,168,741,199,37
655,170,705,193,48
228,119,415,253,19
247,178,347,229,25
334,181,402,214,31
434,175,477,198,48
459,170,491,195,54
489,172,520,190,65
1061,180,1205,216,28
171,180,250,221,26
116,159,194,202,44
246,175,300,201,48
572,172,621,221,26
321,187,450,276,13
422,145,519,237,21
393,187,572,301,11
743,163,777,220,23
513,180,548,209,36
202,187,489,360,8
658,178,734,232,22
756,184,1183,374,6
310,169,346,285,11
356,171,375,262,14
532,178,570,213,35
640,178,686,214,34
629,175,656,202,51
578,174,602,193,50
550,172,571,189,60
413,185,490,231,25
552,176,570,205,41
559,179,591,199,56
1000,178,1223,369,2
409,179,461,207,40
695,175,776,235,19
666,177,714,214,30
653,176,682,201,42
589,173,616,199,47
347,183,416,221,29
0,189,173,320,9
132,179,329,263,17
277,182,366,232,22
308,180,426,226,25
442,180,485,211,36
456,180,497,207,41
0,159,494,360,8
1075,174,1241,335,8
632,179,760,250,16
1035,158,1064,213,25
773,171,840,215,27
807,169,857,205,32
292,189,484,322,9
689,178,803,260,15
401,182,514,264,15
673,179,753,235,20
651,165,701,213,30
538,173,574,203,38
634,170,660,193,48
479,183,535,233,22
589,173,649,222,22
0,185,125,374,5
42,190,309,334,8
277,173,415,245,16
423,186,547,261,14
482,178,553,237,19
406,178,495,218,26
880,177,951,339,7
736,178,950,311,9
696,181,821,257,14
680,168,755,227,20
642,172,678,199,38
634,137,680,192,49
0,135,145,292,10
591,171,629,206,33
191,174,278,211,28
279,187,457,290,11
0,180,119,219,28
94,173,184,211,33
349,172,380,189,65
372,169,401,186,73
140,167,204,198,46
576,170,629,222,24
921,144,1064,190,25
517,174,555,203,39
644,168,673,197,44
587,166,615,195,46
382,177,407,212,35
562,170,573,199,44
448,175,463,206,43
0,173,77,224,25
96,177,177,213,32
571,171,632,231,22
230,167,270,190,54
762,174,774,201,44
611,143,692,228,23
771,187,937,251,17
511,162,551,181,42
516,141,546,178,48
396,164,466,230,32
577,188,594,201,72
0,171,39,292,11
377,166,448,222,33
0,201,303,369,3
991,147,1029,217,18
437,172,471,199,39
380,169,402,200,43
247,175,324,214,32
590,162,618,192,75
872,178,960,211,32
247,188,311,213,45
480,175,548,199,45
646,172,680,201,42
553,178,587,204,39
335,175,493,232,21
228,162,443,253,16
671,182,732,224,24
692,187,810,263,15
0,181,308,327,8
430,183,527,265,19
529,190,561,220,43
582,179,617,206,35
538,179,570,204,42
606,165,625,191,65
568,187,601,218,36
833,179,1241,320,8
799,182,1110,284,11
725,183,909,244,19
778,181,1009,269,13
0,196,348,374,5
486,181,523,215,35
496,180,531,208,42
310,173,433,220,29
289,167,333,267,12
659,158,697,252,14
848,166,1169,266,10
701,159,720,218,22
15,190,94,270,16
383,183,468,216,33
564,171,658,260,14
966,163,1241,374,6
811,175,1047,307,9
735,165,945,263,13
730,174,879,241,16
0,178,179,276,12
118,170,265,242,18
535,171,558,191,79
676,170,694,212,28
911,160,921,200,33
913,165,920,194,44
959,200,1241,374,2
650,173,724,222,24
577,178,625,205,39
824,174,1000,245,16
1033,174,1241,247,15
535,174,586,195,54
465,175,483,211,34
618,171,672,194,50
0,56,233,374,4
224,200,449,310,12
440,184,478,279,13
498,187,525,263,17
502,184,527,261,17
1140,175,1241,222,24
318,159,382,308,8
168,197,248,232,34
103,195,191,232,33
0,202,78,256,21
580,180,603,201,52
545,171,725,345,8
591,136,725,193,47
49,188,216,258,17
357,179,416,212,37
428,177,465,201,51
0,182,32,234,21
692,134,902,201,37
637,144,657,201,22
241,139,291,258,11
516,139,545,206,20
974,156,1223,369,2
1014,82,1223,369,2
1118,190,1223,369,3
618,146,701,354,6
817,138,896,338,6
911,139,993,329,7
0,0,267,369,3
114,188,315,261,15
245,181,386,240,21
288,178,413,229,23
344,176,456,220,29
377,180,467,215,32
411,179,477,210,39
428,182,499,207,43
442,174,503,202,45
455,175,517,200,48
467,176,526,199,52
194,194,296,249,22
507,171,542,202,43
437,163,484,199,60
390,183,448,221,30
316,187,383,224,31
304,176,344,239,22
1048,144,1241,246,12
290,181,352,200,56
724,56,1030,322,10
668,173,724,214,28
501,182,566,232,23
705,175,811,257,16
650,175,678,198,45
968,124,1031,329,6
98,205,277,308,9
589,176,629,204,41
0,191,126,334,8
476,182,540,201,54
0,219,124,374,5
778,179,1039,326,9
236,189,408,278,14
712,178,848,261,14
440,177,499,218,29
672,174,744,225,23
663,174,718,215,28
471,178,513,210,34
523,179,576,215,32
91,160,147,298,9
549,171,574,193,49
521,168,579,206,33
328,170,397,204,38
589,174,612,196,57
619,161,651,191,76
261,165,320,213,42
137,189,249,241,24
364,181,408,204,48
620,163,651,193,76
276,168,332,214,44
196,190,289,235,28
337,178,382,208,55
148,189,257,236,27
343,182,397,212,40
416,148,508,204,51
733,168,749,206,33
930,181,1104,267,13
618,175,687,239,19
819,173,1055,300,9
23,191,335,316,11
521,171,571,208,36
186,183,335,248,19
411,182,488,216,32
673,170,719,196,45
709,170,733,187,65
0,188,180,254,18
598,180,621,202,52
799,160,1241,374,5
684,187,773,255,17
671,181,743,235,22
658,180,700,216,32
646,178,686,212,37
697,170,708,205,37
310,196,501,332,10
537,190,574,222,37
646,191,690,228,32
317,189,432,261,17
727,177,893,287,11
695,177,797,249,17
760,158,778,214,25
687,180,751,228,22
330,178,389,321,8
1221,118,1241,374,3
443,179,462,238,19
370,185,504,287,13
472,185,539,241,21
505,161,561,220,33
0,206,159,374,5
672,178,847,246,18
658,179,798,228,24
631,175,726,214,32
541,172,577,206,49
843,196,990,280,11
815,194,909,265,13
0,128,437,374,6
596,162,624,193,72
191,193,289,234,29
201,187,346,237,22
0,169,138,238,21
1021,153,1076,293,8
432,179,519,217,30
376,181,454,212,36
534,174,578,200,51
608,173,633,195,67
572,178,626,206,41
724,176,749,192,66
360,188,494,267,15
452,181,523,234,22
503,178,549,209,34
536,171,566,193,49
558,178,614,229,24
0,186,128,327,8
31,178,420,375,6
263,177,378,244,20
454,178,534,239,21
394,182,450,216,32
230,183,318,225,27
525,181,555,204,47
360,181,408,209,41
0,188,166,258,16
982,323,1241,374,3
830,184,1121,374,7
802,194,899,288,11
563,180,621,223,26
732,179,768,213,36
622,179,658,205,43
0,196,197,318,10
277,187,381,243,21
372,185,436,225,30
456,185,492,207,49
0,201,303,369,3
991,147,1029,217,18
848,158,1003,205,23
437,172,468,198,41
389,169,409,198,46
